"anzahl","vorname","geschlecht","position"
1,"Tiberius","m",2
1,"Tim","m",2
1,"Titus","m",2
1,"Tjark","m",2
1,"Tobias","m",2
1,"Toni","m",2
1,"Tyler","m",2
1,"Ulrich","m",2
1,"Umut","m",2
1,"Urup","m",2
1,"Victor","m",2
1,"Waldemar","m",2
1,"Watan","m",2
1,"Willi","m",2
1,"Wim","m",2
1,"Winand","m",2
1,"Xun","m",2
1,"Yassir","m",2
1,"Yilmaz","m",2
1,"Zagirovič","m",2
1,"Zoltan","m",2
1,"Zülfüqar","m",2
1,"Zəkaevič","m",2
1,"Achoura","w",3
1,"Agneta","w",3
1,"Ahmad","w",3
1,"Alicja","w",3
1,"Andrea","w",3
1,"Ani","w",3
1,"Anya","w",3
1,"Augusta","w",3
1,"Châu","w",3
1,"Danièle","w",3
1,"Delphine","w",3
1,"Elfriede","w",3
1,"Eliana","w",3
1,"Elisa","w",3
1,"Elizaveta","w",3
1,"Francisco","w",3
1,"Franziska","w",3
1,"Gabriele","w",3
1,"Gerta","w",3
1,"Ghazi","w",3
1,"Habiba","w",3
1,"Irmgard","w",3
1,"Jeanne","w",3
1,"Jessnay","w",3
1,"Jihan","w",3
1,"Jolie","w",3
1,"Josefine","w",3
1,"Julianna","w",3
1,"Julie","w",3
1,"Kisiwah","w",3
1,"Lisanne","w",3
1,"Lotte","w",3
1,"Mahmoud","w",3
1,"Malea","w",3
1,"Margarete","w",3
1,"Marielle","w",3
1,"Marlene","w",3
1,"Marlies","w",3
1,"Maïsha","w",3
1,"Meryem","w",3
1,"Minna","w",3
1,"Mohamed","w",3
1,"Nadine","w",3
1,"Neceline","w",3
1,"Olympia","w",3
1,"Omotola","w",3
1,"Petronella","w",3
1,"Taylor","w",3
1,"Teresa","w",3
1,"Walda","w",3
1,"Alen","m",3
1,"Anh","m",3
1,"Armand","m",3
1,"Aurel","m",3
1,"Aurelio","m",3
1,"Ayobami","m",3
1,"Ayomide","m",3
1,"Basileo","m",3
1,"Bela","m",3
1,"Benedikt","m",3
1,"Bernd","m",3
1,"Bernhard","m",3
1,"Christoph","m",3
1,"Cruz","m",3
1,"Detlef","m",3
1,"Egon","m",3
1,"Filippo","m",3
1,"Gerhard","m",3
1,"Guido","m",3
1,"Günther","m",3
1,"Harald","m",3
1,"Harri","m",3
1,"Helmut","m",3
1,"Henry","m",3
1,"Jacob","m",3
1,"Jafri","m",3
1,"Jakob","m",3
1,"James","m",3
1,"Jerômé","m",3
1,"Johann","m",3
1,"Jonathan","m",3
1,"Jordan","m",3
1,"Josef","m",3
1,"Jun-Ren","m",3
1,"Karl-Heinz","m",3
1,"Karl","m",3
1,"Karos","m",3
1,"Killian","m",3
1,"Kwasi","m",3
1,"Lam","m",3
1,"Lio","m",3
1,"Lukas","m",3
1,"Macaire","m",3
1,"Manfred","m",3
1,"Martin","m",3
1,"Maximilian","m",3
1,"Mohamed","m",3
1,"Nabil","m",3
1,"Nikolaus","m",3
1,"Nils","m",3
1,"Olatundé","m",3
1,"Otto","m",3
1,"Patrick","m",3
1,"Paul","m",3
1,"René","m",3
1,"Roman","m",3
1,"Roy","m",3
1,"Ruben","m",3
1,"Said","m",3
1,"Sami","m",3
1,"Shane","m",3
1,"Simon","m",3
1,"Stefano","m",3
1,"Stuart","m",3
1,"Theo","m",3
1,"Theodor","m",3
1,"Yusupovič","m",3
1,"Zheng","m",3
1,"Änneas","m",3
1,"Abena","w",4
1,"Anwar","w",4
1,"Brynhild","w",4
1,"Hannah","w",4
1,"Ngeleka","w",4
1,"Abdelmoez","m",4
1,"Balthazar","m",4
1,"Eberhard","m",4
1,"Eyas","m",4
1,"Ghislaine","m",4
1,"Godstime","m",4
1,"Johannes","m",4
1,"Klaus","m",4
1,"Mohamed","m",4
1,"Paul","m",4
1,"Wilhelm","m",4
1,"Marion","w",5
1,"Anton","m",5
1,"Oliver","m",5
1,"Yunus","m",5
